docket_id,engine_off_section_id,engine_off_start,engine_off_end,engine_off_duration_minutes
Holcim--4464005239,119.0,2024-11-22 13:09:49+00:00,2024-11-22 13:27:12+00:00,17.383333333333333
Holcim--4464005252,120.0,2024-11-25 08:14:23+00:00,2024-11-25 08:16:33+00:00,2.1666666666666665
Holcim--4464005252,121.0,2024-11-25 08:34:46+00:00,2024-11-25 08:51:20+00:00,16.566666666666666
Holcim--4464005252,122.0,2024-11-25 08:57:11+00:00,2024-11-25 09:07:53+00:00,10.7
Holcim--4464005254,189.0,2024-11-25 11:05:57+00:00,2024-11-25 11:11:28+00:00,5.516666666666667
Holcim--4464005258,123.0,2024-11-25 09:54:52+00:00,2024-11-25 09:55:12+00:00,0.3333333333333333
Holcim--4464005258,124.0,2024-11-25 10:52:13+00:00,2024-11-25 10:52:13+00:00,0.0
Holcim--4464005258,125.0,2024-11-25 10:54:23+00:00,2024-11-25 11:05:25+00:00,11.033333333333333
Holcim--4464005258,126.0,2024-11-25 11:33:20+00:00,2024-11-25 11:42:32+00:00,9.2
Holcim--4464005276,134.0,2024-11-26 07:27:07+00:00,2024-11-26 07:28:38+00:00,1.5166666666666666
Holcim--4464005276,135.0,2024-11-26 07:45:21+00:00,2024-11-26 08:09:55+00:00,24.566666666666666
Holcim--4464005285,136.0,2024-11-26 11:36:45+00:00,2024-11-26 11:38:56+00:00,2.183333333333333
Holcim--4464005285,137.0,2024-11-26 12:17:13+00:00,2024-11-26 13:12:43+00:00,55.5
Holcim--4730164598,554.0,2024-11-20 06:14:03+00:00,2024-11-20 06:14:53+00:00,0.8333333333333334
Holcim--4730164639,582.0,2024-11-20 10:25:36+00:00,2024-11-20 10:26:46+00:00,1.1666666666666667
Holcim--4730164639,583.0,2024-11-20 10:31:47+00:00,2024-11-20 10:32:57+00:00,1.1666666666666667
Holcim--4730164639,584.0,2024-11-20 10:58:42+00:00,2024-11-20 11:07:03+00:00,8.35
Holcim--4730164661,590.0,2024-11-20 13:25:55+00:00,2024-11-20 13:29:05+00:00,3.1666666666666665
Holcim--4730164661,591.0,2024-11-20 13:37:47+00:00,2024-11-20 13:40:17+00:00,2.5
Holcim--4730164661,592.0,2024-11-20 13:42:17+00:00,2024-11-20 13:46:18+00:00,4.016666666666667
Holcim--4730164661,593.0,2024-11-20 14:22:25+00:00,2024-11-20 14:25:26+00:00,3.0166666666666666
Holcim--4730164662,585.0,2024-11-20 13:13:07+00:00,2024-11-20 13:21:59+00:00,8.866666666666667
Holcim--4730164702,586.0,2024-11-21 08:23:13+00:00,2024-11-21 08:23:53+00:00,0.6666666666666666
Holcim--4730164702,587.0,2024-11-21 08:25:33+00:00,2024-11-21 08:25:43+00:00,0.16666666666666666
Holcim--4730164708,556.0,2024-11-21 09:23:04+00:00,2024-11-21 09:25:45+00:00,2.683333333333333
Holcim--4730164708,557.0,2024-11-21 09:30:46+00:00,2024-11-21 09:34:56+00:00,4.166666666666667
Holcim--4730164708,558.0,2024-11-21 09:35:27+00:00,2024-11-21 09:43:48+00:00,8.35
Holcim--4730164708,559.0,2024-11-21 09:44:18+00:00,2024-11-21 09:48:39+00:00,4.35
Holcim--4730164708,560.0,2024-11-21 09:49:09+00:00,2024-11-21 09:53:40+00:00,4.516666666666667
Holcim--4730164708,561.0,2024-11-21 09:54:11+00:00,2024-11-21 09:58:11+00:00,4.0
Holcim--4730164708,562.0,2024-11-21 09:59:02+00:00,2024-11-21 10:04:02+00:00,5.0
Holcim--4730164708,563.0,2024-11-21 10:04:32+00:00,2024-11-21 10:07:43+00:00,3.183333333333333
Holcim--4730164708,564.0,2024-11-21 10:08:23+00:00,2024-11-21 10:13:44+00:00,5.35
Holcim--4730164708,565.0,2024-11-21 10:21:16+00:00,2024-11-21 10:24:57+00:00,3.683333333333333
Holcim--4730164708,566.0,2024-11-21 10:25:27+00:00,2024-11-21 10:42:50+00:00,17.383333333333333
Holcim--4730164722,567.0,2024-11-21 12:35:52+00:00,2024-11-21 12:40:13+00:00,4.35
Holcim--4730164722,568.0,2024-11-21 12:40:53+00:00,2024-11-21 12:41:03+00:00,0.16666666666666666
Holcim--4730164722,569.0,2024-11-21 12:41:33+00:00,2024-11-21 12:44:54+00:00,3.35
Holcim--4730164722,570.0,2024-11-21 12:46:04+00:00,2024-11-21 12:49:25+00:00,3.35
Holcim--4730164722,571.0,2024-11-21 12:50:15+00:00,2024-11-21 12:53:25+00:00,3.1666666666666665
Holcim--4730164722,572.0,2024-11-21 12:54:25+00:00,2024-11-21 12:59:06+00:00,4.683333333333334
Holcim--4730164722,573.0,2024-11-21 13:00:17+00:00,2024-11-21 13:04:58+00:00,4.683333333333334
Holcim--4730164722,574.0,2024-11-21 13:06:08+00:00,2024-11-21 13:12:39+00:00,6.516666666666667
Holcim--4730164722,575.0,2024-11-21 13:13:49+00:00,2024-11-21 13:26:52+00:00,13.05
Holcim--4730164722,576.0,2024-11-21 13:27:32+00:00,2024-11-21 13:40:44+00:00,13.2
Holcim--4730164780,544.0,2024-11-22 13:57:06+00:00,2024-11-22 13:58:16+00:00,1.1666666666666667
Holcim--4730164780,545.0,2024-11-22 13:59:06+00:00,2024-11-22 14:03:57+00:00,4.85
Holcim--4730164780,546.0,2024-11-22 14:04:47+00:00,2024-11-22 14:11:18+00:00,6.516666666666667
Holcim--4730164780,547.0,2024-11-22 14:11:58+00:00,2024-11-22 14:18:00+00:00,6.033333333333333
Holcim--4730164780,548.0,2024-11-22 14:18:40+00:00,2024-11-22 14:23:21+00:00,4.683333333333334
Holcim--4730164780,549.0,2024-11-22 14:24:01+00:00,2024-11-22 14:31:12+00:00,7.183333333333334
Holcim--4730164780,550.0,2024-11-22 14:32:32+00:00,2024-11-22 14:38:23+00:00,5.85
Holcim--4730164780,551.0,2024-11-22 14:40:24+00:00,2024-11-22 14:48:25+00:00,8.016666666666667
Holcim--4730164780,552.0,2024-11-22 14:56:47+00:00,2024-11-22 15:03:08+00:00,6.35
Holcim--4730164789,577.0,2024-11-25 06:44:35+00:00,2024-11-25 06:50:16+00:00,5.683333333333334
Holcim--4730164789,578.0,2024-11-25 07:00:18+00:00,2024-11-25 07:03:29+00:00,3.183333333333333
Holcim--4730164789,579.0,2024-11-25 07:14:21+00:00,2024-11-25 07:18:11+00:00,3.8333333333333335
Holcim--4730164789,580.0,2024-11-25 07:19:01+00:00,2024-11-25 07:24:32+00:00,5.516666666666667
Holcim--4730164804,581.0,2024-11-25 09:05:51+00:00,2024-11-25 09:07:22+00:00,1.5166666666666666
Holcim--4730164847,555.0,2024-11-26 07:40:37+00:00,2024-11-26 07:44:28+00:00,3.85
Holcim--4730164872,553.0,2024-11-26 11:14:03+00:00,2024-11-26 11:45:19+00:00,31.266666666666666
Holcim--4730164891,594.0,2024-11-26 13:01:56+00:00,2024-11-26 13:15:19+00:00,13.383333333333333
Holcim--4730164900,588.0,2024-11-26 13:27:27+00:00,2024-11-26 13:30:48+00:00,3.35
Holcim--4730164900,589.0,2024-11-26 14:11:15+00:00,2024-11-26 14:12:25+00:00,1.1666666666666667
Holcim--4730164908,595.0,2024-11-26 15:13:31+00:00,2024-11-26 15:34:55+00:00,21.4
London-Concrete--41183681,596.0,2024-11-20 11:08:31+00:00,2024-11-20 11:09:01+00:00,0.5
London-Concrete--41183762,600.0,2024-11-20 11:55:08+00:00,2024-11-20 11:55:08+00:00,0.0
London-Concrete--41183905,232.0,2024-11-20 12:30:59+00:00,2024-11-20 12:33:59+00:00,3.0
London-Concrete--41184347,497.0,2024-11-20 17:41:08+00:00,2024-11-20 18:40:39+00:00,59.516666666666666
London-Concrete--41184347,498.0,2024-11-21 08:02:59+00:00,2024-11-21 08:03:09+00:00,0.16666666666666666
London-Concrete--41184462,597.0,2024-11-21 07:42:55+00:00,2024-11-21 07:51:37+00:00,8.7
London-Concrete--41184771,233.0,2024-11-21 10:24:16+00:00,2024-11-21 10:34:17+00:00,10.016666666666667
London-Concrete--41184967,178.0,2024-11-21 12:14:09+00:00,2024-11-21 12:24:52+00:00,10.716666666666667
London-Concrete--41185373,179.0,2024-11-21 16:37:35+00:00,2024-11-21 17:37:26+00:00,59.85
London-Concrete--41186208,499.0,2024-11-22 10:38:43+00:00,2024-11-22 10:40:04+00:00,1.35
London-Concrete--41186210,536.0,2024-11-22 10:39:27+00:00,2024-11-22 10:39:27+00:00,0.0
London-Concrete--41186569,537.0,2024-11-22 12:39:30+00:00,2024-11-22 12:40:10+00:00,0.6666666666666666
London-Concrete--41186671,180.0,2024-11-22 13:39:57+00:00,2024-11-22 13:45:59+00:00,6.033333333333333
London-Concrete--41186862,538.0,2024-11-22 14:31:51+00:00,2024-11-22 14:31:51+00:00,0.0
London-Concrete--41187031,539.0,2024-11-22 17:19:33+00:00,2024-11-22 17:19:53+00:00,0.3333333333333333
London-Concrete--41187343,181.0,2024-11-23 09:44:12+00:00,2024-11-23 09:44:32+00:00,0.3333333333333333
London-Concrete--41187343,182.0,2024-11-23 10:32:50+00:00,2024-11-23 10:36:31+00:00,3.683333333333333
London-Concrete--41187343,183.0,2024-11-23 11:54:36+00:00,2024-11-23 11:57:56+00:00,3.3333333333333335
London-Concrete--41187843,234.0,2024-11-25 09:42:19+00:00,2024-11-25 09:42:49+00:00,0.5
London-Concrete--41188018,598.0,2024-11-25 10:35:03+00:00,2024-11-25 10:36:04+00:00,1.0166666666666666
London-Concrete--41188225,184.0,2024-11-25 11:49:04+00:00,2024-11-25 11:53:25+00:00,4.35
London-Concrete--41188284,235.0,2024-11-25 12:06:17+00:00,2024-11-25 12:07:28+00:00,1.1833333333333333
London-Concrete--41188318,344.0,2024-11-25 13:28:27+00:00,2024-11-25 13:30:17+00:00,1.8333333333333333
London-Concrete--41188318,345.0,2024-11-25 13:30:57+00:00,2024-11-25 13:35:58+00:00,5.016666666666667
London-Concrete--41188318,346.0,2024-11-25 13:38:09+00:00,2024-11-25 13:43:20+00:00,5.183333333333334
London-Concrete--41188318,347.0,2024-11-25 13:47:20+00:00,2024-11-25 13:56:12+00:00,8.866666666666667
London-Concrete--41188537,185.0,2024-11-25 13:54:08+00:00,2024-11-25 13:59:59+00:00,5.85
London-Concrete--41189196,348.0,2024-11-26 09:09:51+00:00,2024-11-26 09:09:51+00:00,0.0
London-Concrete--41189793,349.0,2024-11-26 12:49:32+00:00,2024-11-26 12:56:14+00:00,6.7
London-Concrete--41189898,186.0,2024-11-26 12:01:11+00:00,2024-11-26 12:01:21+00:00,0.16666666666666666
London-Concrete--41190104,599.0,2024-11-26 13:09:09+00:00,2024-11-26 13:09:29+00:00,0.3333333333333333
